Sr. No,Temperature (°C),Humidity (%),CO2 (%),O2 (%)
104,36.13529780753813,48.30269875244575,0.41879198095764814,20.437956523224134
105,38.15327703386725,48.801984562257225,0.3760242751819374,21.44279020357187
106,37.04633672031387,53.39740575222686,0.39527903517693597,21.09846572699588
107,37.642377296692786,36.07400609021745,0.42792507671707336,21.298335916754628
108,38.12613997275795,42.63817580110939,0.4365361358125742,21.08062511940304
109,37.34609576443056,52.68859493091412,0.39908812459222825,20.94312218364267
110,38.18454729138143,43.426626864014324,0.43292347461699787,21.533644087295848
111,37.15765955374367,54.173902839680636,0.4050964518698793,21.210410939640703
112,37.177213963982304,47.22387045810818,0.40551202722411106,21.543978181100854
113,37.81482400671495,50.27551038197037,0.4881187455963141,21.277008799176155
114,37.91623307112941,58.4491430713239,0.46392218371943406,21.016908323304023
115,37.59330456157818,57.80002650862661,0.40636998428043497,20.991043428165852
116,37.15565278327738,48.3369460572061,0.37568022174613724,20.361051970611072
117,37.34441455447534,49.375758768683205,0.42368605858072106,21.128011863900525
118,37.195663598923794,61.00529644510445,0.3695557968473085,20.88512480742635
119,38.15938048741957,47.0370418240247,0.4598562196724847,21.253511306230045
120,37.14269359393785,58.33126247096891,0.3653708064770962,20.607751205258168
121,36.91665390203037,45.63911903549033,0.3822700776277606,20.749608966321027
122,38.049484997909566,43.81731104759851,0.4400699010706653,20.60540310168277
123,37.08796616629471,58.68559719677356,0.4305106183510516,20.833460804748114
124,36.93212855355247,57.22246679260096,0.3514924212647903,21.00615523208249
125,37.188864888553,60.208679415902445,0.46039787939817306,21.48806295049528
126,37.620438378600205,46.45330737563536,0.419745304539769,21.610212650722133
127,38.05984388927669,48.303111296682566,0.3346181428814309,21.364301915029095
128,38.57414843189348,45.67992578545817,0.4102871664046576,21.04123387849452
129,37.695563938466364,44.27795989021411,0.36470495213946724,20.951630724312448
130,36.81347622766748,51.63299681848444,0.4133921534069232,21.667159350076194
131,36.88080146953138,47.162918150455326,0.3160811216637834,20.239243744620953
132,37.79141403472807,51.34666391171468,0.22675954263008213,21.317450758315264
133,37.63665562479258,37.83980849326776,0.433240532237721,22.316006322958884
134,38.72581268591815,43.692042206348205,0.4347050025492821,20.31777656170912
135,37.30645787776253,49.83516640667775,0.38509516652618014,20.697828510033276
136,37.77693795046661,40.2225423230589,0.35424271942022484,21.189131784301082
137,37.1110936059196,47.55353843411834,0.34356475035469325,20.77215765091592
138,38.09727815975259,45.074564562752485,0.38909688280374005,20.872158565322703
139,37.090009472317725,58.41959991728275,0.4594213137393437,21.386141903840564
140,38.596962575902225,46.32497328149594,0.38379349066089247,20.885590170123724
141,37.23419103176923,50.90579967429047,0.42930270853400976,21.747055776648665
142,37.47524767696746,52.47825169974229,0.3719419579237781,21.337700114038434
143,37.54486651852218,62.207852535398466,0.4515158688507923,20.93391327801312
144,36.72439219355949,41.290492854885166,0.3453505289153997,21.17793323022705
145,36.83832783393789,50.289226226996675,0.3851193258312143,21.61201502976487
146,37.34325862514378,50.6282464096009,0.41221232677813746,20.586723183993126
147,37.408650114039055,55.02975544266604,0.4287273878832514,20.631348189034888
148,37.9044943046145,54.967520487559746,0.40698411942951884,21.120756562543914
149,38.04871134371135,45.9495497508756,0.5316146000877189,21.465812572506074
150,36.778555712971155,55.99223478923649,0.4050737466937291,22.241514425996943
151,37.531165674809564,45.03267793951627,0.3934659712065292,20.194675082017906
152,37.29831907531772,44.66297089454888,0.3203710455682587,21.370843363498643
153,37.493955526076974,39.08934995001147,0.4212237890112558,20.406287244150622
154,37.38961169819944,49.79854805395862,0.36024118166333075,20.735544505624127
155,37.29691886825822,52.1699625377847,0.4290458237546969,21.111878919064058
156,37.507898346412794,53.42820130264336,0.35639436034143396,20.533861445573255
157,36.72912452254144,46.940547628186586,0.36230809291089244,21.050634270694008
158,37.285297229437376,55.540140555003056,0.2601561153404135,21.05128843853435
159,37.254273186224665,53.49823203883339,0.4175019231502533,20.34370120567643
160,37.43074948903002,57.52735647090613,0.38777876351123564,20.792129577322584
161,38.302139018411225,49.73151560776879,0.37230247306471526,20.746745736651718
162,37.67474230380633,45.09512607076402,0.4654922124355694,21.03906844956065
163,36.48691537680195,46.08430147402444,0.4364310209283537,20.86829335622349
164,41.24298702744543,78.79768405530177,1.6374423227756474,23.559415231538296
165,37.36192315111092,49.44734649035334,0.4268485217444513,21.3787014539041
166,37.12718976641391,56.38990781428542,0.4025912807132196,21.46464233050146
167,37.523039610816575,43.920978266195405,0.4930244431636278,21.40835140435591
168,37.05645789939407,54.82350222645718,0.43656795489719713,20.193878809273027
169,41.35714972931838,48.11363729830457,0.7561890931647377,19.779012284192135
170,37.46079023595466,41.687383815817235,0.39698910431960316,20.800642457539986
171,37.39756968286431,45.14129747141432,0.4689429313483962,20.982081999825212
172,36.601770639414994,51.97423633956385,0.45882653445475596,21.150290215811197
173,37.846644679347314,49.25090303620857,0.5300150508590833,21.94943281368979
174,36.57313387939044,53.314233465978766,0.3220144764806925,20.42359959310901
175,38.44867704702941,55.98881412344758,0.4957225724253764,20.868280009737063
176,37.396488019656985,47.96560275998881,0.2886652640557501,21.456189186290473
177,36.30120764649285,41.683004716121474,0.34749349718838385,21.075359103871307
178,37.774014306043966,55.56926514163783,0.43960009973744196,20.88591044449319
179,37.28324408939823,54.12764416900003,0.40736203229725293,21.098488021946103
180,40.5013798446957,33.65858689227883,0.7859239905771034,15.347904789422252
181,37.39221602829053,41.51823701113498,0.4261717903039362,20.57786648726765
182,38.04796807380379,48.30515679067729,0.42036276561176383,20.649401978745757
183,36.9819282140124,48.96617373709327,0.30958208964930856,21.343722608066052
184,31.003994891422717,49.72886312009033,0.9229499371924311,15.55813393480444
185,37.0462181689792,55.07333844872875,0.3245918844217628,20.581410866071728
186,37.24469575035121,53.703712568853724,0.4232972391876952,21.41061310157416
187,36.80967391494493,44.05722970519497,0.3657889426943734,20.333185817881237
188,37.5649991129008,47.24291011754817,0.43211226268044683,20.913020232723806
189,37.74577895970129,54.02448313358261,0.41558393778362973,20.714906678222523
190,37.824394102915136,47.26872383022399,0.4560784690115335,20.931681468629243
191,38.1060533563589,52.53309662924062,0.41858585953714617,20.746994346163685
192,37.54832695834372,53.49164302629207,0.3528377741395883,20.95005329442034
193,37.4004133962395,42.115569821852944,0.4202844311539463,20.647620509483176
194,37.66262583792717,51.027754319364796,0.42220714754646604,20.548035482032056
195,37.892144062863856,62.93705411529527,0.4839434222401688,21.539839764463668
196,37.37071768438532,56.99957933449984,0.373961569194113,20.46432782028916
197,35.89971503671803,46.98891782470746,0.3606716578234261,20.44455251103902
198,38.36629713301314,59.881465119987126,0.4140346629286009,20.877300616765687
199,36.92047672873532,58.16775793295251,0.4051125203755909,20.52911595895254
200,38.381813100100366,51.42578916359025,0.4731053259378607,20.410551527896683
201,37.190772804810294,58.87126686155352,0.336451626995842,20.485972456835338
202,37.720029964511575,53.2654880230224,0.35516082599853394,21.564022133797828
203,36.53861411396883,53.35398116351427,0.4581851923723673,20.72374495333267
204,30.846990343145254,49.171406855686335,0.7825002115392727,18.234706937200002
205,37.68395048966363,49.18527373344467,0.3021572449741209,20.507436202359678
206,37.206071847546,54.22154268181402,0.4261309234350071,20.536089742729466
207,37.12407162801503,57.09627754496724,0.43765203851941886,20.261025928268843
208,37.897272399106654,61.34190315651725,0.43373990659153117,20.861982021818374
209,37.927415973744345,45.87945258473515,0.4217019533065898,20.787117521989327
210,37.834398732932634,46.554521921533976,0.4163852720286479,20.28687015651268
211,37.849000793755266,48.35179529922314,0.4001733107242656,20.698597703808932
212,37.170943253454155,53.57181484607931,0.3523344423618055,21.049078515946842
213,37.254449240661536,50.39077828846472,0.4204741395842567,21.095655930251308
214,38.22078431032895,48.437799299794726,0.4344091043534598,20.715868379956124
215,37.17847916795553,44.8765428378553,0.4597940104252768,21.6095460747517
216,37.48765637538617,44.232411916617906,0.4577672569165405,21.447971733502797
217,37.898760055763354,42.069189904488525,0.43454924385075283,21.059982515101886
218,37.18455966743351,45.55033760836356,0.42691382321468146,21.25152797261393
219,36.98075033119289,49.69505853766727,0.39745823124141993,20.78107727685051
220,37.26535517362015,48.651836937660974,0.3901782221278005,20.588508316408873
221,38.05864791579406,48.35656616525055,0.45117625487853186,21.460201213144135
222,36.641163925818304,53.52177904009654,0.37832442473373884,21.396185967220465
223,37.006476910531845,46.796356045589974,0.4978040649406785,21.468920881845673
224,27.66039870044814,29.903168130085078,1.8188878129186326,14.126768326176922
225,37.627804683056915,45.75862005960469,0.4703134127325203,21.580710281374607
226,37.392419563402484,51.2797017048217,0.43600806935625,20.77771252175594
227,37.010349884858684,51.38572018915016,0.3629447102995741,21.34368620475062
228,36.48282206605782,46.027021266108086,0.44221021161749097,20.49229271485265
229,37.30987084857823,50.162402957858546,0.4215003917057464,20.902329612145994
230,37.35245504288105,59.22893581214507,0.46448291489665544,21.38760460849755
231,37.64581112533159,53.659301391138776,0.3921783617015747,21.210326168239828
232,37.68829570920825,36.391040478275706,0.38077487587352143,20.821959942752684
233,37.31829900838529,54.716725816800675,0.391677255396921,20.09825616229369
234,37.601563163825276,50.44574869102346,0.4015693331090343,21.097956373076315
235,36.97723330831522,54.88366853429567,0.3980085471614586,20.914967651022796
236,37.68207014802733,42.78409189968622,0.39513342753834113,20.86315778169614
237,36.8466603346776,47.90992266997877,0.4922985099736285,21.37895185695474
238,37.78773101727948,49.686561437774785,0.41031300028662554,21.252266878005244
239,36.995715646695785,47.90944529528677,0.3509208861579908,21.553295240637837
240,37.85191307676987,44.4949486487265,0.33759231132238565,20.447041676943904
241,38.21579445260706,53.91208185766819,0.33273757870756576,21.469838855673455
242,37.57009778686346,40.31215511845022,0.49038696420160516,21.465941643077457
243,37.02221744934307,53.45629776543074,0.3479388393713114,21.585144749108036
244,36.911809072742244,42.900649963679406,0.3658491354697715,20.400843107903775
245,36.721731532899184,57.58965687765915,0.39837913492124266,20.448325302523692
246,37.87626283158042,44.50042488130097,0.45720705986710947,20.785682665421646
247,37.58350898905848,49.684118418626575,0.40508260349232966,21.48400349866593
248,37.459632339479064,47.59255552550173,0.42468107719146386,21.395673988656796
249,37.838338434584436,55.5281574729638,0.3797360588924911,20.75798369689693
250,37.11271321740378,47.931188064519965,0.4019994369944706,21.561142090726584
251,38.479918627372335,57.28070952142234,0.32542624488225225,21.414860775439017
252,37.15499370009271,64.06742213328113,0.5099720297558579,20.8144700900492
253,37.67380023846631,50.263824141371515,0.4093134070492219,21.00647775237992
254,37.727650951738774,42.02911977272718,0.4719428996484475,21.043235059727028
255,37.49888094176291,59.36185360535698,0.3300169931088306,20.16024271610198
256,37.70424266907324,63.348759367901806,0.4260030048827526,21.860616342300194
257,37.20564758322161,51.055042517356114,0.45616834739089085,20.50699972550814
258,37.47916998830933,51.56769149992377,0.3452608656748001,21.418042829771437
259,37.67972162179186,48.49627257419382,0.3401060892810886,21.013025372829485
260,33.11630291101993,30.45679167470687,0.633448897631713,16.438770065442064
261,36.83178953649796,60.460201933305314,0.44064648830172437,20.988710699301716
262,37.132399482618375,41.40820140763741,0.3493825492507735,20.792660547069744
263,37.20905342551215,53.785738397733546,0.41641953089463163,21.329618037312184
264,38.22470688449843,51.98951637164161,0.3711078263969719,22.219486530549602
265,37.643387056191294,47.14130038555334,0.4161207526430058,20.517192317730476
266,38.10508304768266,55.47065838041634,0.35114121144866967,21.289234783068245
267,37.9415122789331,58.68978921693109,0.4444205549104895,21.412242959049866
268,37.892477730447474,49.27337905913564,0.45118212024779175,20.985444843917804
269,43.53456846389634,75.75676704318525,1.6321220054908738,12.82005857659276
270,37.51574622974198,48.89924306366302,0.3509334903996939,21.320814651158912
271,37.25654893728073,52.22645779289853,0.42794831500236696,20.971244363771852
272,36.96556495613087,35.202844784807624,0.37917789557135156,20.2596715695759
273,37.75162603237475,48.750488787339194,0.4421485036903129,21.36179427147503
274,38.337400838967866,48.63256910603317,0.47259234798767835,20.354580684919732
275,43.674212219083294,47.93228804708736,0.9181815254130101,15.464063924916386
276,37.50153181872034,47.76978524628818,0.35343473499776096,20.379075661056174
277,37.031023295577555,48.576612917240936,0.3634954877191067,20.843550147111664
278,37.691838114578324,38.264155666194554,0.4411596400679637,20.45225506684541
279,37.63695554342359,50.74220315191529,0.3500057499658632,21.78485282517156
280,37.385426078513525,53.63354553557233,0.36001921927284336,21.5342562488902
281,37.399668428444095,48.482168571950574,0.34792551835464935,20.43148554957974
282,36.621595077271486,51.21277849144738,0.34012500243937227,21.500848993482865
283,36.990597401204646,43.64290372327838,0.3178881988259876,21.313762816808296
284,37.243590595271826,47.20250528127672,0.40214581933971244,20.504111583850076
285,37.27170997275571,42.13404188511633,0.41114471742447906,21.56731946020864
286,37.77168009618997,44.430511758274676,0.3826714555098299,21.138443362605628
287,37.84650685984236,51.50989386289056,0.36365622237806633,20.769631524150334
288,37.015906624639456,49.7492347870434,0.3782763549111153,21.139597763676267
289,38.58866019052111,55.84458784510069,0.3765619096939841,20.619206961213294
290,37.22937872487641,47.134465264746446,0.4332322695432006,20.610684823023146
291,36.4312756468001,46.36604754708931,0.3377132462844714,20.625840412275487
292,36.887794891144964,51.680998214463756,0.4219417467928061,21.14440733393836
293,38.23000494983009,42.555167664837285,0.4197792427613988,20.781564938986126
294,38.18855871675413,50.77361047641396,0.3792323265344274,21.133473016631687
295,37.23290539611124,53.466457263043985,0.31913479180172954,20.177917738643032
296,38.18824822500977,48.66434352889642,0.4046021398665601,21.807437752218824
297,37.498412071616436,44.48019341984119,0.4972697831922671,20.45796076254848
298,37.55394195357834,54.9129558130392,0.34058532833143107,21.081965105423816
299,38.197717041099594,49.77626617389374,0.3574623808641659,21.11735908004149
300,38.17282706814256,47.42142199879638,0.41415146330212366,20.503768161256172
301,37.8133767166603,48.21641430106926,0.29537329161558534,20.989805769286274
302,37.53437502838179,39.224593458439756,0.4155404617591988,21.109336671215114
303,37.69558729728639,34.82588388105021,0.4397977330467936,21.393105195950092
304,37.23721432427324,43.07975355964379,0.3682020202390748,21.121982895940693
305,37.63867923098234,55.356562216918384,0.3706722584142088,20.142107098382027
306,37.402754257567615,47.06735528797131,0.4336894589600707,21.01416808442108
307,36.9583991584077,55.23444711978776,0.3404552375502232,20.696357184878746
308,37.312804983396546,50.35729802874144,0.4730226563534533,21.322601178390972
309,37.47886189930476,43.254898843380005,0.39445082825549377,21.07112223409144
310,36.72152445664676,48.440047281934156,0.3880601545963093,20.957307481730624
311,37.18490267791153,49.96874144991322,0.3826993364413264,20.746721919566465
312,37.89259254115519,53.453710468895956,0.4573517187260961,19.95754936549574
313,36.1379135294915,61.09330834744619,0.9856954922148438,16.60295017371851
314,37.81440457005413,46.12618636961568,0.4629131050723148,21.896534061106752
315,37.770068160922435,47.0668982358304,0.38461218870957875,21.518334143225033
316,37.97105065820979,46.52839581583824,0.38528991325481476,20.57873912438628
317,37.738694965327134,51.81895292963755,0.4249780541624474,21.01291220080401
318,38.037006822673,45.12134434780924,0.36728077314731067,21.447078706336015
319,37.16555175413539,49.46061347461699,0.3519427843529022,20.40536609444667
320,36.718607465397774,49.650715744838855,0.3163586912014139,20.97739651548848
321,36.85865168869481,45.56248865444472,0.40200833737301944,21.25071416921743
322,37.364883957896154,55.3184122107399,0.41021911846067477,21.012045733854485
323,37.19412018024771,53.13728607117183,0.36967622623365354,21.011173561907047
324,37.28434157470925,53.496983242640106,0.5025738859869233,21.711385727762487
325,37.64073556909141,41.82170453408981,0.3524538817042062,20.56940151412645
326,37.07057786085052,45.272875418167224,0.4206502684023321,21.058031426055667
327,38.185600074444494,63.526817108973155,0.6682367465288601,16.93374189152487
328,37.08353489230242,49.74753201533571,0.42240649619442017,20.749768828683823
329,36.99801524650159,46.6093284900627,0.3677658607827942,20.41977770183809
330,43.67521188715986,58.92747996697814,0.7318046146250676,10.289483774352842
331,44.51268348349446,59.861173217451366,0.9235507903421238,15.46008877518187
332,44.62786507068961,54.724397597330956,0.9633819935867775,18.646833356633394
333,37.9981942128215,46.385260749735366,0.4219274433482951,20.89051863686217
334,37.44651426507076,48.65997573416806,0.3836926476651654,21.44093876677228
335,37.884841009371605,54.41054945559086,0.37392162642596616,21.391670674668966
336,38.48846417847845,51.15982872839931,0.34097205393494756,21.28984817492034
337,30.79758278080487,51.12549109441942,0.7404406099257432,16.633692602202053
338,37.72369696853449,45.49577855681353,0.3177940763255202,19.963609172779336
339,37.28714112972242,51.58562021224103,0.4152388023115542,21.090795474046747
340,37.56504346813087,51.6539400449886,0.47687309873789435,21.511383223362017
341,36.75503189767989,59.08887352282399,0.4640754965852628,20.96507181334828
342,36.740515109593346,47.164524771355644,0.2734931009633247,21.11248651057872
343,37.55403461728053,50.459326984179626,0.41479296596430426,20.997043885956284
344,40.293239328259375,69.07515108121714,0.9505418418414969,16.340975536121658
345,37.217285663135954,44.281953520966816,0.3535861102608623,20.737241099865347
346,37.527467055499926,49.41591363526411,0.3835116330556482,20.916292819812053
347,37.57977179038957,49.41956757015474,0.393941018364242,21.161850129600253
348,38.138157514088036,49.95889325799202,0.37599960641939295,20.84214792320739
349,37.55705074611326,46.80838703007067,0.32151465410648566,21.707332494549558
350,37.2159691928152,51.580671748990135,0.34106875886087273,20.252228898659027
351,37.33957705283245,47.924667961410805,0.38100083653817557,20.864744102451297
352,31.04888420774613,66.44248825898205,0.7859195267885818,12.864163829661287
353,37.308291029015535,52.43798501654055,0.34240135601272037,21.02527326052211
354,38.193259866074115,42.9793778472809,0.39495798323060216,20.23764002532059
355,37.22127890307656,45.80284804006514,0.42234333176600636,21.070706964915438
356,37.412378318517845,43.27601447157499,0.4301085021342838,21.339122021388135
357,36.18144516539039,44.70798847762424,0.4017407375163657,20.47174275026949
358,37.40967330897714,48.734183222839505,0.42445017897303566,21.277759197977502
359,37.548744469511846,44.32235457900977,0.36885356046399315,20.7378460803937
360,37.999986415321466,52.5428684251628,0.43876777577296755,20.630808686258508
361,37.97913629115742,56.55662367625955,0.42906022171572544,20.851524212597912
362,37.14247610110159,55.24414029302897,0.4476160808099583,20.80184782252391
363,37.167943642685145,39.23053760829951,0.35187842215991866,20.72156927175707
364,36.97952554941441,52.5616360342372,0.42888294409099614,21.323677125157385
365,37.08470473983136,49.994355401960966,0.35400548419639544,21.03054322660119
366,37.793424617397804,49.68530660599131,0.44391965001025524,21.01928943482024
367,37.518487833457804,41.45722895545311,0.4408331118060899,21.280739498380417
368,36.56501023839634,45.69344982075525,0.3748932861351755,21.480615587069895
369,37.43444433065976,47.76866289280036,0.4440772057826876,20.111159318069603
370,37.805282149194625,60.51949651340884,0.4410163846609558,20.944148980223122
371,37.75348817291407,52.74090671604005,0.36921918754692346,20.209999323641608
372,37.86149846731216,45.741814959303476,0.3128352628531707,20.926203495699777
373,37.7812787762348,48.43507342175177,0.40600050185929315,20.5995374524185
374,38.42892507564533,46.96068137321211,0.37266626399054414,21.813377179472226
375,37.56813481726494,53.07529221915891,0.4960900985536505,21.16147751165752
376,38.01056920140664,48.651491187158065,0.4267160096534188,21.76017175419648
377,37.913216144204554,51.87774716145687,0.37739146319404465,21.03048664140224
378,37.78576534845037,49.217349116847934,0.43565560113494933,21.173032680666296
379,37.43691199926814,47.60198431177008,0.4050322487728057,21.090869335204598
380,38.25068125241012,55.2608991559713,0.4494976527619279,20.74928603151608
381,37.279758258719575,51.23763997000204,0.38862703444450014,20.681126613668376
382,37.930943837870615,36.92709024112639,0.3624011745321029,21.304305015940876
383,38.29087707878874,43.350984287731734,0.42852505983886713,21.172369746893214
384,37.99423117367668,49.83776094116513,0.39572584088885226,20.665359435553043
385,36.377902818105674,42.50123303914259,0.8922633865845324,18.710041883927236
386,37.89663124797752,54.364744960232485,0.3280574299557053,20.97170742728031
387,31.86582496806101,60.54470967046954,0.8043145584690893,16.72955725670074
388,37.66393976207968,57.777199981561374,0.3109537063526518,20.45340978599252
389,37.03367018037936,43.40199039712617,0.4015005024859408,20.82675062775994
390,37.8501645853031,50.71565771818401,0.47330603723807674,21.193781957693542
391,37.18499954716843,51.04121230026646,0.3717779785758142,20.433538727722397
392,37.7149871151133,56.4205352780782,0.4628512428528329,21.34586745300948
393,37.258406768850314,49.813679603877354,0.43727611115732984,20.680165054488334
394,36.33925732896121,50.32457862521077,0.3658559393497811,20.367772814097204
395,36.956377030568596,47.04620809878758,0.3733199676059832,20.30055128341161
396,37.01021734268272,53.501749330609286,0.4006530689501097,20.554331110652093
397,37.343703822599736,48.510628927111355,0.3832885768863231,20.432265719774048
398,37.54322954502122,42.09003457521352,0.455661054587841,20.861341978847797
